id;age;job;marital;education;default;balance;housing;loan;contact;day;month;duration;campaign;pdays;previous;poutcome;y
40632;66;management;single;tertiary;no;6483;no;no;cellular;13;aug;275;1;-1;0;unknown;no
20591;49;technician;married;tertiary;no;1235;no;no;cellular;13;aug;354;3;-1;0;unknown;yes
80913;29;housemaid;single;tertiary;no;453;no;no;cellular;13;aug;126;2;-1;0;unknown;no
77093;49;management;married;tertiary;no;1;no;no;telephone;13;aug;640;2;101;4;success;yes
64760;33;admin.;married;secondary;no;1737;no;no;cellular;14;aug;228;2;106;2;failure;no
56577;58;retired;married;secondary;no;1227;no;no;cellular;14;aug;182;2;37;2;failure;no
64610;37;services;married;secondary;no;775;no;no;cellular;14;aug;150;2;-1;0;unknown;yes
74520;74;retired;married;tertiary;no;6027;no;no;cellular;14;aug;233;2;-1;0;unknown;no
55579;67;retired;married;primary;no;10776;no;no;telephone;14;aug;176;2;99;17;other;no
49673;37;management;married;tertiary;no;1276;no;no;cellular;14;aug;156;2;-1;0;unknown;yes
86951;35;management;single;tertiary;no;18111;no;no;cellular;14;aug;172;4;-1;0;unknown;yes
71175;59;unemployed;divorced;secondary;no;2026;no;no;cellular;14;aug;185;3;73;1;failure;no
55542;68;retired;married;primary;no;2301;no;no;cellular;14;aug;90;3;120;1;failure;no
23905;21;student;single;secondary;no;6844;no;no;cellular;14;aug;126;3;127;7;other;no
66939;57;admin.;married;secondary;no;169;no;no;cellular;14;aug;180;1;106;2;failure;no
90500;29;unemployed;single;secondary;no;486;no;no;telephone;14;aug;151;1;106;1;failure;no
35402;43;unemployed;married;secondary;no;775;no;no;cellular;14;aug;98;1;106;1;failure;no
74592;45;management;married;tertiary;no;1433;no;no;cellular;14;aug;117;1;-1;0;unknown;no
24967;46;unemployed;single;tertiary;no;44;no;no;cellular;14;aug;225;1;-1;0;unknown;yes
84788;26;admin.;single;secondary;no;255;no;no;cellular;14;aug;209;2;106;2;success;yes
98542;54;retired;married;tertiary;no;1778;no;no;cellular;14;aug;319;1;268;2;failure;no
85533;33;self-employed;married;tertiary;no;263;no;no;cellular;14;aug;257;1;102;2;failure;no
26351;69;retired;married;primary;no;579;no;no;cellular;14;aug;230;1;-1;0;unknown;no
89985;47;unemployed;married;secondary;no;926;no;no;cellular;14;aug;436;1;403;5;success;yes
76293;63;retired;divorced;secondary;no;4833;no;no;cellular;14;aug;415;1;-1;0;unknown;no
16604;59;management;divorced;tertiary;no;3368;no;no;cellular;14;aug;260;1;-1;0;unknown;no
12050;58;management;divorced;tertiary;no;5701;no;no;cellular;14;aug;92;3;106;2;success;no
80076;36;management;married;primary;no;1506;no;no;cellular;14;aug;326;3;-1;0;unknown;yes
37182;19;student;single;unknown;no;60;no;no;cellular;14;aug;253;1;-1;0;unknown;no
88677;28;admin.;single;tertiary;no;373;yes;no;cellular;14;aug;78;1;79;4;other;no
86076;26;technician;single;tertiary;no;777;yes;no;cellular;14;aug;260;2;463;1;failure;no
62983;37;management;married;tertiary;no;332;yes;no;cellular;14;aug;190;2;84;7;failure;no
69804;64;retired;married;tertiary;no;846;no;no;cellular;14;aug;107;3;-1;0;unknown;no
19796;36;blue-collar;divorced;secondary;no;2843;no;no;cellular;14;aug;186;1;-1;0;unknown;yes
40564;22;student;single;secondary;no;47;no;no;cellular;14;aug;236;2;-1;0;unknown;no
90038;38;technician;divorced;secondary;no;902;yes;no;cellular;14;aug;108;1;102;4;success;no
23917;37;student;single;unknown;no;444;no;no;cellular;14;aug;137;1;102;5;success;yes
82435;62;management;married;tertiary;no;557;no;no;cellular;14;aug;185;1;-1;0;unknown;yes
58161;29;student;single;unknown;no;145;no;no;cellular;14;aug;105;1;-1;0;unknown;no
98083;26;blue-collar;single;secondary;no;535;no;no;cellular;14;aug;125;1;-1;0;unknown;yes
46337;72;retired;single;tertiary;no;614;no;no;cellular;14;aug;553;1;-1;0;unknown;no
15350;45;management;married;tertiary;no;2671;no;no;cellular;14;aug;94;4;-1;0;unknown;yes
15053;33;management;married;tertiary;no;271;yes;no;cellular;14;aug;801;2;-1;0;unknown;yes
42457;63;technician;married;secondary;no;896;yes;no;cellular;14;aug;276;2;-1;0;unknown;yes
72279;23;blue-collar;married;secondary;no;272;no;no;cellular;14;aug;100;2;-1;0;unknown;yes
45496;57;retired;married;secondary;no;479;no;no;telephone;14;aug;82;2;-1;0;unknown;no
46059;55;retired;married;primary;no;16432;no;no;cellular;14;aug;482;2;-1;0;unknown;no
76809;20;student;single;secondary;no;210;no;no;cellular;14;aug;101;1;-1;0;unknown;no
79607;25;management;single;tertiary;no;528;no;no;cellular;14;aug;201;1;-1;0;unknown;yes
47742;32;technician;married;tertiary;no;2976;yes;no;cellular;14;aug;88;5;-1;0;unknown;no
50395;60;retired;married;unknown;no;209;no;no;cellular;14;aug;391;3;106;1;failure;yes
54351;44;management;married;tertiary;no;226;yes;no;cellular;14;aug;190;3;270;3;failure;yes
34611;32;management;single;tertiary;no;12607;no;no;cellular;14;aug;203;5;84;1;failure;no
51595;33;unemployed;single;tertiary;no;1974;no;no;cellular;14;aug;498;2;191;1;failure;yes
36777;39;entrepreneur;married;tertiary;no;942;yes;no;cellular;14;aug;880;3;267;1;other;yes
43181;36;technician;single;secondary;no;1228;yes;no;cellular;14;aug;153;2;102;3;success;no
73221;46;blue-collar;married;unknown;no;336;yes;no;cellular;14;aug;260;3;457;1;other;yes
32352;41;admin.;divorced;secondary;no;220;yes;no;cellular;14;aug;142;2;88;2;failure;no
17347;32;blue-collar;single;secondary;no;551;yes;no;cellular;14;aug;99;3;-1;0;unknown;no
43348;33;technician;married;tertiary;no;300;no;no;cellular;14;aug;70;3;-1;0;unknown;no
86610;25;student;single;secondary;no;4147;no;no;cellular;14;aug;211;3;-1;0;unknown;yes
49912;35;management;single;tertiary;no;7218;no;no;cellular;14;aug;224;3;-1;0;unknown;no
13791;54;technician;married;secondary;no;0;no;no;telephone;14;aug;159;2;106;6;success;no
94034;39;technician;married;tertiary;no;11766;yes;no;cellular;14;aug;313;4;102;5;failure;no
81612;35;technician;married;secondary;no;1577;yes;yes;cellular;17;aug;80;1;273;1;failure;no
99141;32;technician;married;tertiary;no;8023;no;no;cellular;17;aug;219;1;84;2;failure;no
86528;42;admin.;married;primary;no;-306;yes;no;cellular;17;aug;308;1;459;1;success;yes
35855;25;self-employed;single;unknown;no;1179;no;no;cellular;17;aug;43;1;83;2;failure;no
64919;55;entrepreneur;married;tertiary;no;0;no;no;cellular;17;aug;116;1;-1;0;unknown;no
23461;27;admin.;single;secondary;no;1123;no;no;cellular;17;aug;75;1;-1;0;unknown;no
82624;73;retired;married;tertiary;no;2575;no;no;cellular;17;aug;152;1;-1;0;unknown;no
55291;56;management;married;unknown;no;4623;no;no;cellular;17;aug;348;1;-1;0;unknown;yes
22314;82;retired;married;secondary;no;276;no;no;telephone;17;aug;199;1;-1;0;unknown;yes
44994;70;entrepreneur;married;tertiary;no;15265;no;no;cellular;17;aug;551;2;-1;0;unknown;no
92303;57;management;married;secondary;no;139;no;no;cellular;17;aug;80;1;-1;0;unknown;no
80596;77;retired;married;tertiary;no;0;no;no;cellular;17;aug;286;1;-1;0;unknown;yes
28306;31;management;single;tertiary;no;1441;no;no;cellular;17;aug;156;1;-1;0;unknown;no
67854;56;blue-collar;married;secondary;no;241;yes;no;cellular;17;aug;97;2;-1;0;unknown;no
29476;36;services;single;tertiary;no;1189;no;no;cellular;17;aug;220;1;-1;0;unknown;yes
85295;34;technician;single;secondary;no;1227;no;no;telephone;17;aug;122;1;109;1;other;no
14610;26;student;single;secondary;no;0;no;no;cellular;17;aug;237;1;82;2;failure;no
81222;30;admin.;married;tertiary;no;591;yes;no;cellular;17;aug;115;1;-1;0;unknown;no
49364;29;student;single;unknown;no;7585;no;no;telephone;17;aug;123;1;-1;0;unknown;no
30636;26;management;single;tertiary;no;948;yes;no;cellular;17;aug;125;1;-1;0;unknown;no
34484;45;technician;divorced;secondary;no;982;yes;no;cellular;17;aug;123;2;454;3;success;no
97420;52;management;married;tertiary;no;7;no;no;cellular;17;aug;366;2;-1;0;unknown;no
94286;35;management;single;tertiary;no;431;no;no;cellular;17;aug;343;2;397;1;failure;yes
38569;50;technician;married;secondary;no;2218;yes;no;cellular;17;aug;711;1;-1;0;unknown;yes
62400;58;management;married;tertiary;no;1394;no;no;cellular;17;aug;628;1;83;1;other;no
48891;39;management;single;tertiary;no;763;no;no;cellular;17;aug;192;1;-1;0;unknown;no
67750;36;admin.;married;secondary;no;953;yes;no;cellular;17;aug;80;1;81;2;failure;no
76020;67;retired;married;unknown;no;696;no;no;telephone;17;aug;119;1;105;2;failure;no
48485;62;retired;married;secondary;no;1495;no;no;cellular;17;aug;606;1;196;1;success;yes
40149;26;management;single;tertiary;no;828;yes;no;cellular;17;aug;156;1;199;1;failure;yes
24628;67;retired;married;primary;no;585;no;no;cellular;17;aug;109;1;-1;0;unknown;no
47678;36;management;single;tertiary;no;609;no;no;cellular;18;aug;33;2;-1;0;unknown;no
11540;24;technician;married;secondary;no;556;yes;no;cellular;18;aug;460;2;-1;0;unknown;yes
85486;26;management;single;tertiary;no;2506;no;no;cellular;18;aug;134;1;82;3;failure;no
46902;61;management;married;secondary;no;1128;no;no;cellular;18;aug;243;2;-1;0;unknown;no
91357;70;management;married;tertiary;no;10171;no;no;cellular;18;aug;65;2;-1;0;unknown;no
79751;71;retired;married;unknown;no;1741;no;no;cellular;18;aug;177;1;-1;0;unknown;no
81350;52;management;married;tertiary;no;583;no;no;cellular;18;aug;61;1;84;1;failure;no
58288;55;management;married;tertiary;no;12972;no;no;telephone;18;aug;205;1;-1;0;unknown;yes
21366;58;technician;married;tertiary;no;883;no;no;cellular;18;aug;543;1;78;2;failure;no
22414;37;management;married;tertiary;no;3794;no;no;cellular;18;aug;147;1;379;1;failure;no
77781;22;student;single;secondary;no;948;no;no;telephone;18;aug;215;1;197;2;failure;yes
95260;30;student;single;secondary;no;48;no;no;cellular;18;aug;161;1;173;1;failure;yes
16135;79;housemaid;married;primary;no;0;no;no;cellular;18;aug;90;1;-1;0;unknown;no
86997;30;blue-collar;married;secondary;no;136;no;no;cellular;18;aug;101;1;-1;0;unknown;no
50370;39;services;single;secondary;no;445;no;no;telephone;18;aug;108;1;-1;0;unknown;no
86417;55;technician;divorced;tertiary;no;0;no;no;cellular;18;aug;237;1;-1;0;unknown;yes
14930;35;management;divorced;tertiary;no;3751;yes;no;cellular;18;aug;210;2;124;2;failure;no
33785;32;technician;married;tertiary;no;2688;no;no;cellular;18;aug;101;1;-1;0;unknown;no
72657;44;management;married;tertiary;no;-600;yes;no;cellular;18;aug;360;1;-1;0;unknown;no
59651;34;housemaid;married;tertiary;no;0;no;no;cellular;18;aug;148;1;84;2;failure;yes
52264;64;retired;married;secondary;no;4083;no;no;cellular;18;aug;117;1;-1;0;unknown;no
14468;65;retired;married;secondary;no;3812;no;no;cellular;18;aug;363;1;-1;0;unknown;no
66997;31;management;married;tertiary;no;537;yes;no;cellular;18;aug;216;1;-1;0;unknown;yes
42951;55;technician;married;secondary;no;1938;no;yes;cellular;18;aug;193;1;386;3;success;yes
85501;34;management;single;tertiary;no;5;no;no;cellular;18;aug;370;2;-1;0;unknown;yes
83323;49;technician;single;secondary;no;9131;yes;no;cellular;18;aug;532;1;461;5;failure;yes
66131;49;entrepreneur;single;tertiary;no;2209;no;no;cellular;18;aug;307;1;-1;0;unknown;no
62195;69;housemaid;married;primary;no;1080;no;no;cellular;18;aug;197;2;118;2;failure;no
57124;60;management;married;secondary;no;0;no;no;telephone;18;aug;280;3;-1;0;unknown;no
75587;67;retired;divorced;tertiary;no;443;no;no;cellular;18;aug;441;1;-1;0;unknown;yes
24305;49;management;married;tertiary;no;629;no;no;cellular;19;aug;431;4;-1;0;unknown;no
10586;56;housemaid;divorced;secondary;no;256;no;no;cellular;19;aug;220;5;117;2;other;no
56037;67;retired;married;unknown;no;6320;no;no;telephone;19;aug;578;2;-1;0;unknown;no
38691;57;retired;married;tertiary;no;1458;no;no;cellular;19;aug;250;1;107;5;failure;no
60438;58;retired;married;tertiary;no;0;no;no;cellular;19;aug;207;4;-1;0;unknown;no
73412;43;admin.;married;secondary;no;132;no;no;cellular;19;aug;574;1;84;3;success;yes
46735;63;retired;married;secondary;no;1612;no;no;cellular;19;aug;399;2;183;2;success;no
27608;22;admin.;single;secondary;no;4111;no;yes;cellular;19;aug;65;1;-1;0;unknown;no
70007;89;retired;married;tertiary;no;553;no;no;telephone;19;aug;2027;5;-1;0;unknown;no
81466;26;management;single;tertiary;no;3704;no;no;cellular;19;aug;238;4;-1;0;unknown;yes
56318;35;technician;single;tertiary;no;2658;yes;no;cellular;19;aug;768;2;141;3;failure;yes
30538;25;technician;single;tertiary;no;3411;no;no;cellular;19;aug;225;2;-1;0;unknown;yes
97539;38;admin.;divorced;secondary;no;407;yes;yes;cellular;19;aug;89;1;-1;0;unknown;no
64505;51;management;married;tertiary;no;0;yes;yes;cellular;19;aug;263;1;84;1;other;no
59012;59;retired;divorced;secondary;no;1;no;no;cellular;19;aug;335;1;-1;0;unknown;yes
63399;44;admin.;married;secondary;no;10905;no;no;cellular;19;aug;240;2;271;1;other;yes
85756;42;management;married;tertiary;no;976;no;no;cellular;19;aug;164;1;-1;0;unknown;yes
36420;76;retired;married;tertiary;no;0;no;no;telephone;19;aug;170;1;-1;0;unknown;no
81631;29;management;single;tertiary;no;2531;no;no;cellular;19;aug;634;1;-1;0;unknown;yes
34895;32;management;married;tertiary;no;1270;no;no;cellular;19;aug;232;3;-1;0;unknown;yes
96820;30;management;single;tertiary;no;5359;no;no;cellular;19;aug;145;1;84;2;success;yes
75614;39;technician;single;tertiary;no;139;no;no;telephone;19;aug;328;1;79;1;failure;no
13518;38;technician;married;secondary;no;10596;no;no;cellular;19;aug;195;1;197;4;other;yes
45000;36;admin.;single;secondary;no;5871;no;no;cellular;19;aug;321;2;-1;0;unknown;no
29713;47;housemaid;divorced;secondary;no;80;no;no;cellular;19;aug;196;2;-1;0;unknown;no
19108;81;retired;married;secondary;no;1;no;no;cellular;19;aug;65;5;-1;0;unknown;no
63530;22;student;single;tertiary;no;691;no;no;cellular;19;aug;338;1;-1;0;unknown;yes
40311;34;management;married;tertiary;no;4859;no;no;cellular;20;aug;262;2;112;2;failure;no
31912;28;student;single;secondary;no;67;no;no;cellular;20;aug;329;3;199;2;other;yes
47730;74;retired;married;primary;no;10253;no;no;telephone;20;aug;84;1;-1;0;unknown;no
15579;25;entrepreneur;single;tertiary;no;347;no;no;cellular;20;aug;267;1;-1;0;unknown;yes
68703;34;self-employed;single;tertiary;no;9962;no;no;cellular;20;aug;474;1;-1;0;unknown;yes
64474;59;management;married;tertiary;no;2239;no;no;cellular;20;aug;377;6;90;1;success;yes
54454;59;management;married;tertiary;no;1978;yes;no;cellular;20;aug;928;1;-1;0;unknown;no
17040;63;retired;married;primary;no;0;no;no;cellular;20;aug;110;2;-1;0;unknown;no
95280;27;technician;single;tertiary;no;11862;no;no;cellular;20;aug;217;1;87;6;failure;yes
57106;51;blue-collar;married;secondary;no;1797;yes;no;cellular;20;aug;168;1;-1;0;unknown;no
96301;33;management;single;tertiary;no;8514;no;no;cellular;20;aug;131;1;-1;0;unknown;no
74887;28;student;single;secondary;no;1925;no;no;cellular;20;aug;147;1;90;1;failure;no
14915;62;self-employed;divorced;secondary;no;0;yes;no;cellular;20;aug;158;1;-1;0;unknown;yes
32147;43;management;married;tertiary;no;3186;no;no;cellular;20;aug;151;1;-1;0;unknown;no
88568;50;management;married;tertiary;no;24;no;no;cellular;20;aug;157;1;-1;0;unknown;no
98590;24;student;single;secondary;no;228;no;no;cellular;20;aug;99;1;79;1;failure;no
56629;73;retired;married;unknown;no;519;no;no;telephone;20;aug;91;1;-1;0;unknown;no
99297;35;management;single;tertiary;no;1756;no;no;cellular;20;aug;195;1;-1;0;unknown;yes
32206;45;housemaid;married;secondary;no;4068;no;no;cellular;20;aug;184;1;-1;0;unknown;yes
17052;33;admin.;single;secondary;no;0;no;no;cellular;20;aug;201;2;204;2;other;no
11901;46;admin.;married;secondary;no;368;no;no;cellular;20;aug;293;1;90;4;other;yes
50808;48;management;divorced;tertiary;no;1010;yes;no;cellular;20;aug;65;1;-1;0;unknown;no
13871;58;technician;married;secondary;no;385;no;no;cellular;20;aug;64;1;-1;0;unknown;no
76077;34;admin.;married;secondary;no;1406;yes;no;cellular;20;aug;63;2;85;1;success;yes
40822;34;technician;married;tertiary;no;197;no;no;cellular;20;aug;78;3;-1;0;unknown;yes
74064;37;admin.;single;secondary;no;781;no;no;cellular;20;aug;75;1;-1;0;unknown;no
50902;61;management;married;secondary;no;967;no;no;cellular;20;aug;180;1;-1;0;unknown;no
64701;42;management;married;primary;no;5310;yes;no;cellular;20;aug;273;1;90;3;success;yes
59224;21;student;single;secondary;no;1746;no;no;cellular;21;aug;487;2;-1;0;unknown;no
75939;20;student;single;secondary;no;215;no;no;cellular;21;aug;228;4;183;1;other;yes
82735;60;admin.;married;secondary;no;106;no;no;cellular;21;aug;216;3;91;1;success;yes
34515;60;housemaid;divorced;secondary;no;2063;no;no;cellular;21;aug;54;5;86;3;failure;no
78868;25;student;single;secondary;no;3090;no;no;cellular;21;aug;139;1;-1;0;unknown;no
62038;39;management;married;secondary;no;18;yes;no;cellular;21;aug;102;1;91;1;failure;no
71165;60;housemaid;married;primary;no;211;no;no;cellular;21;aug;406;1;-1;0;unknown;no
37291;47;management;married;tertiary;no;0;no;yes;cellular;21;aug;374;1;-1;0;unknown;yes
71728;52;admin.;divorced;secondary;no;363;yes;no;cellular;21;aug;168;1;462;1;success;yes
37271;64;retired;divorced;secondary;no;630;no;no;cellular;21;aug;97;1;-1;0;unknown;no
13050;31;management;married;tertiary;no;1251;no;no;cellular;21;aug;282;1;197;5;failure;no
76806;61;admin.;married;secondary;no;1046;yes;no;cellular;21;aug;158;1;-1;0;unknown;yes
63310;25;student;single;secondary;no;469;no;no;cellular;21;aug;273;1;86;1;other;yes
11164;18;student;single;unknown;no;35;no;no;telephone;21;aug;104;2;-1;0;unknown;no
72806;34;admin.;married;tertiary;no;10;no;no;cellular;21;aug;90;1;91;1;failure;no
29600;37;admin.;married;secondary;no;1314;yes;no;cellular;21;aug;200;1;91;10;failure;no
31860;53;technician;married;tertiary;no;0;yes;no;cellular;21;aug;53;1;-1;0;unknown;no
56785;39;admin.;married;unknown;no;3252;no;no;cellular;21;aug;298;1;-1;0;unknown;no
65851;65;retired;married;secondary;no;2326;no;yes;cellular;21;aug;276;1;-1;0;unknown;yes
28172;50;technician;married;secondary;no;3370;no;no;cellular;21;aug;531;2;80;2;success;yes
18558;27;student;single;tertiary;no;5741;no;no;cellular;21;aug;72;1;88;1;failure;no
29020;22;student;single;secondary;no;144;no;no;cellular;21;aug;116;1;-1;0;unknown;yes
13912;43;admin.;single;secondary;no;733;yes;no;cellular;21;aug;126;1;88;4;success;yes
20965;59;management;married;tertiary;no;474;no;no;cellular;21;aug;252;1;-1;0;unknown;yes
67729;27;management;single;tertiary;no;377;no;no;cellular;21;aug;171;3;91;1;failure;no
53587;53;retired;divorced;tertiary;no;-309;yes;no;cellular;21;aug;343;2;428;2;success;yes
45218;28;student;single;tertiary;no;3733;yes;no;cellular;21;aug;419;5;91;7;success;no
94470;38;technician;married;secondary;no;6728;no;no;cellular;21;aug;252;4;-1;0;unknown;yes
91233;71;retired;divorced;secondary;no;5584;no;no;cellular;21;aug;534;3;-1;0;unknown;yes
83403;32;admin.;married;tertiary;no;227;no;no;cellular;21;aug;148;2;-1;0;unknown;no
49633;57;management;married;tertiary;no;16;no;no;cellular;21;aug;200;3;-1;0;unknown;no
29838;28;blue-collar;married;secondary;no;61;yes;no;cellular;21;aug;744;1;109;3;success;yes
77020;59;unemployed;married;secondary;no;1047;no;no;cellular;21;aug;438;1;184;3;success;yes
82424;71;retired;married;tertiary;no;2651;no;no;cellular;24;aug;73;3;200;2;failure;no
99465;64;retired;married;tertiary;no;14170;no;no;cellular;24;aug;62;2;-1;0;unknown;no
21153;44;management;married;unknown;no;21;no;no;cellular;24;aug;323;2;-1;0;unknown;no
35641;29;management;single;tertiary;no;265;no;no;cellular;24;aug;130;2;94;1;success;yes
91153;51;technician;married;secondary;no;117;no;no;cellular;24;aug;467;2;88;4;other;yes
13492;70;retired;married;primary;no;2346;no;no;cellular;24;aug;190;3;194;2;success;no
53149;48;housemaid;married;tertiary;no;5473;no;no;cellular;24;aug;232;2;-1;0;unknown;yes
78743;37;management;married;tertiary;no;165;no;no;cellular;24;aug;315;1;83;1;other;no
23415;58;management;married;tertiary;no;1313;no;no;telephone;24;aug;420;4;-1;0;unknown;no
26426;66;retired;married;primary;no;1943;no;no;cellular;24;aug;401;1;-1;0;unknown;no
58167;18;student;single;secondary;no;5;no;no;cellular;24;aug;143;2;-1;0;unknown;no
87408;39;technician;married;secondary;no;116;no;no;cellular;24;aug;79;2;94;2;success;no
44426;42;admin.;married;secondary;no;16517;no;no;cellular;24;aug;497;2;279;2;failure;no
99027;40;unemployed;married;tertiary;no;2430;no;no;cellular;24;aug;87;2;-1;0;unknown;no
25135;51;housemaid;married;unknown;no;2337;yes;no;cellular;25;aug;46;4;90;7;failure;no
28661;77;retired;married;primary;no;680;no;no;telephone;25;aug;103;3;-1;0;unknown;no
35362;72;retired;married;secondary;no;676;no;no;cellular;25;aug;188;3;-1;0;unknown;no
73291;40;management;single;tertiary;no;0;yes;no;cellular;25;aug;79;2;95;4;success;no
54030;35;admin.;single;secondary;no;1810;yes;no;cellular;25;aug;52;2;92;2;failure;no
83011;23;student;single;secondary;no;8494;no;no;cellular;25;aug;158;2;-1;0;unknown;no
57096;57;housemaid;married;secondary;no;5631;no;no;telephone;25;aug;68;1;90;5;other;no
56477;37;blue-collar;married;primary;no;106;yes;no;cellular;25;aug;511;1;392;13;failure;yes
49549;37;technician;married;tertiary;no;127;yes;no;cellular;25;aug;192;1;193;1;success;yes
65033;30;student;married;tertiary;no;324;no;no;cellular;25;aug;585;4;-1;0;unknown;no
31705;33;management;married;secondary;no;369;no;no;cellular;25;aug;83;1;92;3;failure;no
72493;45;unknown;married;tertiary;no;8564;no;no;cellular;25;aug;53;1;-1;0;unknown;no
83605;64;housemaid;married;primary;no;67;no;no;telephone;25;aug;153;1;-1;0;unknown;no
98814;53;technician;married;secondary;no;65;no;no;cellular;25;aug;41;2;-1;0;unknown;no
75783;64;retired;divorced;tertiary;no;17875;no;no;cellular;25;aug;173;1;-1;0;unknown;no
57394;34;student;single;unknown;no;1281;no;no;cellular;25;aug;279;1;117;1;failure;no
98987;36;self-employed;married;tertiary;no;506;no;no;cellular;25;aug;47;1;120;1;failure;no
86977;18;student;single;unknown;no;3;no;no;cellular;25;aug;130;2;-1;0;unknown;yes
27439;34;admin.;single;secondary;no;745;yes;yes;cellular;25;aug;76;1;-1;0;unknown;no
83304;64;retired;married;tertiary;no;380;no;no;cellular;25;aug;479;1;-1;0;unknown;yes
99743;69;retired;married;secondary;no;0;no;no;cellular;25;aug;412;2;-1;0;unknown;yes
70918;48;management;married;tertiary;no;1519;no;no;cellular;25;aug;360;5;-1;0;unknown;no
78988;36;management;married;tertiary;no;255;no;no;cellular;25;aug;242;6;95;4;success;yes
81581;43;services;married;secondary;no;2145;no;no;cellular;25;aug;291;2;95;4;success;yes
64637;49;technician;married;secondary;no;3466;yes;no;cellular;25;aug;161;3;410;2;success;no
86838;43;management;divorced;tertiary;no;9;yes;no;cellular;26;aug;89;5;401;1;failure;no
89343;28;management;single;tertiary;no;730;yes;no;cellular;26;aug;78;6;85;5;other;no
31146;63;housemaid;married;primary;no;91;no;no;telephone;26;aug;128;3;-1;0;unknown;yes
92858;36;services;married;secondary;no;3064;yes;no;telephone;26;aug;240;3;107;4;failure;no
26986;35;technician;single;tertiary;no;992;yes;no;cellular;26;aug;79;1;114;3;failure;no
41612;70;retired;married;secondary;no;1853;no;no;telephone;26;aug;314;1;-1;0;unknown;yes
28829;60;technician;single;primary;no;11262;no;no;cellular;26;aug;323;1;-1;0;unknown;yes
83547;26;student;single;secondary;no;620;no;no;cellular;26;aug;76;1;96;2;success;no
88203;61;retired;married;secondary;no;399;no;no;cellular;26;aug;81;1;-1;0;unknown;no
23752;84;retired;married;primary;no;1702;no;no;telephone;26;aug;185;1;-1;0;unknown;no
15564;86;retired;divorced;primary;no;0;no;no;telephone;26;aug;189;1;-1;0;unknown;yes
86898;40;technician;married;secondary;no;3056;no;no;cellular;26;aug;103;1;-1;0;unknown;no
81126;64;retired;married;unknown;no;34;no;no;cellular;26;aug;244;2;-1;0;unknown;yes
63583;72;retired;married;secondary;no;1129;no;no;cellular;26;aug;186;1;-1;0;unknown;yes
98466;42;management;married;tertiary;no;294;no;no;cellular;26;aug;513;1;-1;0;unknown;yes
95840;60;retired;married;tertiary;no;108;no;no;cellular;26;aug;624;1;-1;0;unknown;yes
62543;43;management;single;tertiary;no;1696;yes;no;cellular;26;aug;257;1;474;3;failure;yes
73111;39;technician;divorced;secondary;no;385;no;no;cellular;26;aug;143;1;93;1;failure;no
57841;21;student;single;primary;no;1596;no;no;cellular;26;aug;115;1;93;2;failure;no
16927;25;student;single;secondary;no;331;no;no;telephone;26;aug;170;4;-1;0;unknown;yes
35954;36;technician;single;tertiary;no;40;no;no;cellular;26;aug;359;3;-1;0;unknown;no
65027;51;management;married;tertiary;no;2582;no;no;cellular;26;aug;197;3;-1;0;unknown;no
10490;57;management;divorced;unknown;no;854;no;no;cellular;27;aug;700;4;92;1;failure;yes
59984;31;management;single;tertiary;no;404;no;no;cellular;27;aug;125;7;-1;0;unknown;no
22265;29;technician;single;secondary;no;382;no;no;cellular;27;aug;64;3;202;3;other;no
56459;28;management;single;tertiary;no;223;yes;no;telephone;27;aug;157;2;119;1;other;yes
49836;36;blue-collar;single;secondary;no;40;yes;no;cellular;27;aug;259;3;475;4;success;yes
15535;26;student;single;tertiary;no;97;no;no;cellular;27;aug;382;1;-1;0;unknown;no
89459;59;retired;married;secondary;no;1341;no;no;cellular;27;aug;154;2;97;1;other;no
41151;66;retired;married;secondary;no;2048;no;no;cellular;27;aug;212;1;-1;0;unknown;yes
24529;33;technician;single;tertiary;no;3689;no;no;cellular;27;aug;445;3;-1;0;unknown;yes
62532;25;admin.;single;tertiary;no;11;no;yes;cellular;27;aug;236;3;-1;0;unknown;no
28715;29;technician;single;secondary;no;323;no;no;cellular;27;aug;148;2;94;1;other;no
30741;36;technician;single;secondary;no;539;yes;no;cellular;27;aug;398;2;477;1;failure;yes
81057;29;technician;single;secondary;no;590;no;no;cellular;27;aug;81;1;94;1;success;yes
76526;28;admin.;single;secondary;no;27;no;no;cellular;27;aug;294;1;-1;0;unknown;no
20662;43;technician;divorced;secondary;no;1612;no;no;cellular;28;aug;119;2;95;3;success;no
82535;68;retired;married;tertiary;no;2820;no;no;cellular;28;aug;109;2;-1;0;unknown;no
22268;31;blue-collar;single;primary;no;660;yes;no;cellular;28;aug;207;3;478;2;failure;no
80406;62;unemployed;married;secondary;no;780;no;no;cellular;28;aug;162;2;-1;0;unknown;yes
49553;32;admin.;married;secondary;no;31;no;no;cellular;28;aug;125;2;95;1;failure;no
72333;36;admin.;divorced;tertiary;no;289;yes;yes;cellular;28;aug;67;3;280;4;failure;no
72140;34;technician;single;secondary;no;2583;no;no;cellular;28;aug;64;1;95;2;failure;no
62557;26;services;single;secondary;no;38;no;no;telephone;28;aug;268;3;-1;0;unknown;no
30607;65;retired;divorced;tertiary;no;0;no;no;cellular;28;aug;248;1;-1;0;unknown;no
19571;42;admin.;married;secondary;no;1535;yes;no;cellular;28;aug;121;1;108;2;failure;no
63561;32;management;married;tertiary;no;937;no;no;cellular;28;aug;90;1;94;2;failure;no
